rw_ratio,io_size,reads,writes,rw_ratio_rnd,rw_ratio_seq,io_size_rnd,io_size_seq,bw_r,response_time_rnd,response_time_seq
37,57,8329,14052,32.0,38.0,22,67,1296923,5.9814696,7.042796
75,80,8742,2840,33.0,77.0,22,83,937842,5.7790766,6.1755857
73,118,23847,8596,81.0,73.0,44,120,3847868,4.969284,5.210258
68,68,14834,6799,80.0,67.0,44,71,1487094,3.388761,5.940003
54,62,7511,6210,22.0,61.0,17,71,851132,7.174161,7.6327796
67,120,11886,5769,77.0,66.0,40,126,2128824,5.532368,8.069873
77,82,26910,7680,71.0,77.0,37,83,2869918,4.3567195,5.6438327
73,81,21934,7737,17.0,78.0,14,86,2404029,5.712406,7.62553
68,118,13558,6311,63.0,68.0,36,122,2355252,5.965554,5.6045537
67,122,14555,6926,48.0,68.0,28,125,2626113,5.8173246,6.7531843
55,67,14536,11626,81.0,53.0,43,69,1764762,5.1646094,6.6798964
58,67,9521,6837,58.0,58.0,33,69,1106972,5.1404333,6.7615876
80,88,26947,6348,39.0,81.0,24,89,2948565,6.830971,6.322196
63,102,19060,10796,9.0,69.0,12,110,3052037,5.4851627,6.811135
68,86,31475,14228,22.0,73.0,17,93,3969682,4.9019694,6.9674997
67,76,12998,6259,61.0,67.0,34,79,1473545,5.09666,8.580439
72,75,9596,3599,61.0,73.0,35,77,997908,5.3667765,7.417172
74,83,25805,8750,71.0,74.0,39,84,2882370,5.7618847,4.984919
66,76,10171,5205,81.0,65.0,44,78,1181830,4.2803226,7.5076275
73,90,27870,10272,65.0,73.0,35,91,3434325,5.1185884,7.857799
69,74,14658,6543,9.0,79.0,12,85,1571539,5.4856052,7.844931
72,74,23576,8813,41.0,73.0,26,76,2424063,5.525961,6.4654775
73,79,35124,12697,44.0,73.0,27,80,3800884,6.658961,6.6136327
66,114,26754,13688,16.0,71.0,15,125,4623851,5.1210384,6.096743
61,66,9946,6176,53.0,62.0,31,68,1078386,5.85772,8.363108
84,98,26402,4912,47.0,85.0,28,99,3085674,6.394295,5.425429
52,64,14398,12881,95.0,49.0,51,65,1768049,3.1053624,7.9555016
72,97,22204,8587,75.0,72.0,42,98,2991763,5.7002707,6.555595
70,91,17883,7566,63.0,70.0,36,93,2338828,6.155163,7.5559216
80,99,35519,8481,14.0,85.0,14,106,4394513,6.12837,6.495504
45,89,11359,13854,58.0,44.0,34,90,2253689,5.500784,6.3495927
71,76,8368,3344,80.0,70.0,44,80,901303,3.957481,6.6460657
73,84,43040,15246,93.0,72.0,50,86,4920134,3.4497557,7.240072
79,89,48794,12315,78.0,79.0,43,90,5493696,4.703877,6.4043374
57,169,7946,5888,60.0,57.0,33,180,2341211,6.946758,7.1516047
70,79,29748,12182,60.0,71.0,34,79,3319131,6.269774,7.1365833
72,87,8893,3386,50.0,73.0,30,90,1073208,5.76039,7.204893
58,78,5078,3655,79.0,55.0,43,82,685644,4.4227686,6.270653
64,68,12455,6814,17.0,71.0,15,76,1323595,4.781785,6.89349
78,85,18094,4944,43.0,79.0,26,87,1979494,5.6353393,5.776457
61,67,11590,7374,87.0,59.0,46,68,1283092,4.4561324,8.107548
60,64,8363,5458,91.0,59.0,48,65,895593,3.6029181,6.5368495
66,82,24485,12102,95.0,64.0,49,85,3030022,4.6272445,5.698696
60,103,7989,5244,64.0,60.0,35,106,1364710,5.581716,7.3187575
57,80,21863,16447,58.0,56.0,34,82,3076825,6.9604893,7.7250514
75,80,10676,3386,49.0,76.0,30,82,1126309,4.6125154,6.570253
56,77,32190,24710,79.0,56.0,42,78,4416401,4.738645,5.8919735
57,88,30953,22475,73.0,57.0,40,89,4752761,5.3288565,7.910423
57,129,8134,5986,47.0,58.0,28,135,1823152,5.4243526,7.210877
44,162,7620,9396,84.0,40.0,44,175,2768775,4.6681027,8.518801
76,120,27267,8552,13.0,82.0,13,131,4325841,4.517742,6.4086323
84,91,23269,4117,43.0,86.0,27,93,2507659,5.662445,6.2195706
68,95,9365,4398,53.0,68.0,30,98,1308595,6.214286,6.754585
73,75,9540,3528,34.0,74.0,23,77,984969,6.759561,6.7358103
40,89,9909,14526,75.0,39.0,39,90,2197722,4.8341155,7.166286
81,87,13393,2985,49.0,82.0,27,88,1427802,6.361722,5.679434
68,70,15560,7276,73.0,67.0,41,72,1620808,5.1869063,5.556133
57,61,8789,6501,22.0,65.0,18,70,939961,4.4939237,6.1674805
62,117,11782,7005,71.0,62.0,39,123,2206959,5.258704,6.8154807
81,90,40549,9087,44.0,82.0,26,90,4472697,7.728365,6.968753
66,91,11461,5883,77.0,65.0,40,93,1595164,4.9436316,8.4367075
78,81,27275,7461,82.0,78.0,45,82,2834695,3.9591994,6.0326567
59,65,11506,7734,12.0,68.0,13,75,1267078,4.876837,8.332762
69,77,14801,6538,64.0,69.0,36,80,1659679,5.169404,7.9350123
75,84,30076,9789,14.0,81.0,14,91,3372427,4.9744,7.6985135
61,67,20246,12628,85.0,60.0,45,68,2211534,5.0058484,8.133657
71,80,21876,8670,17.0,78.0,15,88,2456767,5.913557,8.744524
57,68,12677,9397,18.0,64.0,16,78,1517970,5.687428,7.94956
63,98,24154,13815,63.0,63.0,33,99,3733360,5.4505243,6.2594814
66,71,18232,9321,20.0,72.0,17,78,1966534,5.2431803,7.1218853
73,90,13506,4872,65.0,73.0,36,92,1660546,5.850568,6.1826653
71,101,21206,8518,64.0,71.0,35,105,3004720,6.047236,5.33779
79,76,17168,4427,87.0,78.0,45,81,1658160,4.105048,6.5897083
64,72,9743,5361,72.0,63.0,40,74,1088658,4.8591614,6.9891853
82,89,55566,12070,78.0,82.0,42,89,6046195,5.347449,7.0930195
82,87,30583,6464,46.0,83.0,27,88,3238630,6.944292,5.7758307
68,78,19106,8639,16.0,74.0,15,84,2172495,4.4043574,6.326945
53,95,7548,6675,79.0,47.0,41,105,1354134,5.8735685,10.342095
66,84,29768,14871,92.0,65.0,48,86,3784565,3.9204001,6.0046225
68,76,22677,10472,87.0,67.0,46,77,2535792,3.6967444,7.3725934
71,83,16768,6577,64.0,72.0,37,84,1947746,2.1610806,7.4392962
78,84,17309,4754,67.0,78.0,37,85,1867492,4.7318387,5.987264
56,95,16754,12800,68.0,56.0,37,97,2831442,5.155662,6.403908
67,103,47971,23208,53.0,67.0,31,103,7342026,4.680185,8.166212
61,113,12518,7753,55.0,62.0,31,117,2304671,4.9162674,7.260069
70,75,6814,2830,37.0,72.0,24,77,726229,5.962492,4.8991547
71,97,16024,6243,16.0,77.0,15,104,2163851,5.7943063,6.768217
78,117,15314,4182,74.0,78.0,40,120,2282866,4.893725,5.763567
64,98,24090,13456,96.0,60.0,51,104,3705506,3.828755,7.9152822
49,72,10901,11182,90.0,45.0,48,74,1600829,4.105933,7.3994603
75,86,36813,12134,19.0,79.0,16,92,4256648,4.61478,6.200738
65,73,18356,9704,21.0,70.0,17,80,2059703,5.38298,8.468188
76,78,7999,2493,52.0,77.0,31,80,823787,6.4290485,7.3981442
83,90,32941,6537,91.0,82.0,49,94,3590312,4.3049173,6.527974
72,78,16760,6462,74.0,72.0,38,79,1819414,4.5456605,6.4574428
69,81,14775,6554,17.0,79.0,15,94,1735366,4.223759,6.417402
60,76,10079,6578,55.0,60.0,32,80,1277822,6.2681746,6.42092
63,81,37855,21694,12.0,68.0,13,88,4823711,6.644604,7.740022
52,133,8096,7454,68.0,50.0,38,140,2082560,5.4674864,8.429965
67,163,27247,13167,32.0,70.0,22,176,6596394,5.253178,8.101311
80,89,40067,9740,4.0,85.0,10,94,4443611,5.231596,5.513914
71,77,18721,7473,82.0,71.0,45,78,2034903,3.8587449,6.0679126
78,89,31658,8882,23.0,81.0,18,94,3646932,4.765596,6.0397277
73,77,11024,3964,27.0,75.0,20,79,1154288,5.968375,5.6946187
55,83,10423,8260,11.0,64.0,13,97,1559883,5.156932,5.427877
65,101,5569,2914,47.0,66.0,29,106,860862,5.6864176,5.2734
72,82,21944,8281,81.0,72.0,44,83,2482905,3.278989,5.9441857
76,98,18598,5708,45.0,77.0,28,100,2403377,6.20168,6.198706
82,90,48531,10268,16.0,85.0,14,94,5332514,5.7838554,6.5768304
72,112,17304,6646,25.0,77.0,18,122,2702697,4.2583046,6.5931463
83,89,25620,5058,33.0,84.0,22,91,2752333,2.7156348,6.4353228
78,96,19228,5186,39.0,80.0,25,99,2364029,5.6808515,5.179455
64,68,7526,4124,71.0,64.0,39,70,800292,5.3634343,8.327376
73,125,32572,11714,23.0,77.0,18,134,5543952,4.601876,6.872865
64,63,17931,9680,55.0,67.0,31,70,1745328,4.747596,7.385052
72,87,9732,3695,79.0,72.0,42,90,1178858,4.5628223,6.133751
68,71,10137,4589,64.0,69.0,35,72,1054065,5.0722327,7.1903462
79,135,23393,6073,81.0,79.0,42,138,3991911,5.1903872,5.877071
67,88,41758,19745,75.0,67.0,41,89,5464096,5.4944696,7.0374002
78,127,32125,8782,82.0,78.0,42,129,5229806,5.4473186,7.511836
58,83,7545,5318,79.0,57.0,43,85,1069847,2.3362865,7.6870413
68,74,34470,16020,62.0,68.0,35,75,3747032,3.636549,7.5621815
64,98,37893,20775,80.0,64.0,44,99,5807946,6.006306,6.119592
70,77,12962,5471,75.0,70.0,41,79,1429744,2.7944934,6.2417417
81,100,38895,9046,20.0,85.0,16,106,4836626,4.8380218,7.396407
49,97,23651,23989,92.0,48.0,46,99,4647680,5.290311,7.081745
74,98,37738,12653,91.0,74.0,46,100,4951506,3.8961983,6.5870757
60,95,15513,10120,21.0,67.0,17,108,2446312,5.2725234,6.344111
65,101,21365,11166,91.0,63.0,49,104,3288600,3.8065321,9.249427
75,82,14152,4603,77.0,75.0,42,85,1551106,3.482925,7.151699
57,61,8912,6670,21.0,63.0,17,69,952208,4.8515263,7.125706
63,109,21089,12156,70.0,62.0,38,114,3651177,4.5784736,7.777113
64,71,15884,8870,84.0,62.0,45,72,1768136,4.37573,8.433915
77,85,8856,2541,56.0,78.0,33,88,977186,5.3556113,6.581518
67,79,7449,3578,71.0,67.0,39,83,872561,3.8497446,7.0295315
56,66,11810,9073,54.0,56.0,32,67,1388274,4.28251,7.5097594
70,76,23983,9896,72.0,70.0,38,76,2576015,5.4796033,6.6104307
49,114,8148,8233,85.0,46.0,44,121,1882310,4.7151556,9.063375
74,109,26231,8854,70.0,74.0,37,111,3840710,5.047103,6.803784
77,106,23188,6891,85.0,76.0,44,108,3197773,4.5821133,5.683867
63,81,10516,5946,65.0,63.0,37,84,1345608,4.798534,7.469142
60,85,20319,13127,52.0,61.0,31,93,2872859,3.7524943,7.323232
75,110,12105,3865,64.0,75.0,36,111,1766411,5.0034842,5.9762435
54,55,16135,13377,85.0,50.0,47,56,1646472,4.2369604,7.3336096
65,79,10283,5368,41.0,66.0,25,81,1238840,6.7132673,6.7965784
77,124,17473,5114,59.0,77.0,33,126,2807412,5.6082993,6.9415216
42,54,5090,6964,76.0,38.0,42,55,654832,4.710676,8.450013
71,76,13421,5365,55.0,72.0,33,78,1428238,5.5736346,6.304407
61,103,14738,9303,13.0,66.0,13,112,2491814,5.873286,6.404815
78,84,14046,3855,64.0,79.0,34,86,1507609,4.8199368,6.4762955
76,82,31668,9906,96.0,74.0,51,84,3426035,2.2941432,5.778537
78,118,41868,11335,34.0,81.0,23,124,6305981,4.276515,7.5864353
59,59,10318,7137,62.0,58.0,36,61,1042222,4.5981846,5.8023577
44,56,8486,10673,90.0,39.0,48,57,1079667,4.1700115,7.0801706
76,89,38523,11760,77.0,76.0,41,90,4508368,4.6349206,6.61467
73,101,12036,4423,75.0,73.0,39,103,1671938,2.2497585,6.677981
63,105,7621,4437,70.0,62.0,39,109,1269235,6.0375166,6.35964
62,74,11075,6644,63.0,62.0,36,76,1320942,4.7475715,6.7343893
37,57,8454,13949,26.0,40.0,19,67,1284726,5.2586474,8.416202
81,114,26130,5811,69.0,82.0,38,115,3645255,5.578677,4.7100368
79,107,39802,10079,60.0,80.0,31,108,5375699,6.1069293,6.253428
50,54,8518,8454,91.0,44.0,49,55,932626,4.067634,6.4027843
79,88,49706,12757,52.0,79.0,28,88,5506303,7.6701527,6.4510183
54,108,6522,5446,70.0,52.0,38,116,1300816,5.224558,7.0277123
78,92,57426,15640,96.0,77.0,52,94,6725065,6.756356,7.0719
77,79,20497,6092,65.0,77.0,37,80,2108967,6.0891027,7.0457654
61,68,7312,4510,88.0,59.0,47,70,811405,3.987242,6.6927342
67,89,16381,7734,73.0,67.0,38,91,2168432,5.5800743,7.7368264
82,95,17979,3830,69.0,82.0,39,97,2091888,2.0856776,5.4224033
60,66,13201,8637,24.0,68.0,19,77,1455462,4.465856,6.7353115
73,80,20328,7184,80.0,73.0,44,82,2221801,2.4583628,6.036491
76,122,42747,13363,93.0,75.0,50,126,6871369,3.0164437,6.2394648
65,69,8623,4556,85.0,63.0,46,71,914085,3.448088,6.05984
82,90,16400,3495,60.0,82.0,34,91,1796043,4.8799515,6.8237066
76,80,10346,3095,69.0,77.0,39,81,1080108,3.7594805,6.1606812
80,85,18610,4606,68.0,80.0,37,87,1993610,4.528318,7.3925867
80,89,42111,9962,58.0,81.0,34,90,4643244,5.1167846,8.018338
80,110,37988,9364,65.0,80.0,34,112,5209256,4.965892,7.4477143
64,109,17262,9427,78.0,64.0,42,112,2923599,5.99414,5.8916893
81,108,37229,8416,14.0,85.0,13,114,4962677,5.128231,6.944169
66,73,6224,3103,73.0,66.0,39,76,688459,4.6783996,6.487352
65,73,17441,9109,47.0,66.0,28,74,1946625,6.0261865,6.463278
72,82,14843,5584,19.0,79.0,16,89,1676070,4.8600044,6.669873
61,113,12093,7499,20.0,67.0,17,128,2223420,5.969385,6.6521354
63,82,24167,14085,94.0,60.0,51,84,3143705,5.184009,7.6893344
60,148,10640,6982,86.0,58.0,45,156,2613904,5.534449,9.393295
73,77,12709,4610,25.0,74.0,19,79,1347080,5.9463353,7.2243195
82,84,31123,6475,97.0,79.0,53,90,3172160,1.9617015,5.6804013
74,80,15801,5278,42.0,76.0,26,83,1691523,6.4907055,7.578816
57,62,11493,8582,15.0,64.0,14,70,1260976,5.528418,6.9551764
80,103,33573,7906,92.0,79.0,49,108,4294017,3.8332245,5.625637
78,97,27197,7552,68.0,78.0,38,99,3401633,4.773131,6.190981
66,100,19944,9962,53.0,67.0,30,104,3014746,6.5282545,6.7354116
65,118,9450,4920,44.0,66.0,27,122,1696320,5.953005,6.007703
60,64,15287,10148,10.0,69.0,12,74,1644685,4.9076667,5.618026
70,106,19033,8070,73.0,70.0,40,108,2876655,5.0132747,7.2630687
51,69,6390,6131,12.0,63.0,13,86,864350,5.0923753,5.791084
69,93,37676,16696,30.0,72.0,21,98,5091815,4.853169,7.0724645
45,92,13530,15932,94.0,43.0,49,95,2731056,3.3967187,6.854255
50,61,9265,9143,93.0,47.0,50,62,1128606,4.2968216,9.010561
75,79,11790,3858,80.0,74.0,45,81,1239977,3.957913,5.9727874
70,141,11598,4838,62.0,70.0,34,146,2327541,5.70603,7.551446
61,77,16844,10570,73.0,60.0,39,79,2122910,5.6653743,7.3262672
84,99,65383,12274,20.0,87.0,16,103,7719369,4.5223136,6.6799607
73,86,23317,8504,88.0,72.0,46,88,2757554,3.4643116,6.554227
73,85,25468,9364,81.0,72.0,44,86,2979326,4.609305,6.3929873
75,85,7109,2287,61.0,76.0,35,88,804266,4.466051,6.1289253
73,79,36909,13422,29.0,77.0,21,85,4010589,5.5619135,6.645602
79,85,24001,6076,81.0,79.0,45,87,2574771,4.1276207,5.8835716
54,117,15485,12787,81.0,51.0,45,125,3335412,3.9836516,8.148397
74,102,13650,4571,43.0,76.0,27,105,1860431,5.17841,4.7699604
49,58,9269,9417,78.0,47.0,42,59,1089125,4.910594,5.6750574
74,81,8204,2876,72.0,74.0,40,83,904844,4.040385,6.1926627
61,140,10066,6171,68.0,61.0,38,149,2283327,4.81182,7.7234926
66,80,19074,9428,53.0,67.0,31,82,2287235,5.93786,7.057336
64,67,9877,5353,45.0,65.0,28,69,1024992,6.313012,5.462641
68,72,50798,23613,77.0,68.0,42,73,5427217,5.124031,7.251748
73,84,8861,3128,69.0,74.0,39,86,1015685,5.1458673,6.2913384
52,58,9845,8908,79.0,49.0,43,59,1088205,3.7860053,8.339232
65,158,20738,10883,78.0,64.0,42,164,5022090,4.4538617,8.080495
63,70,17887,10330,85.0,61.0,45,72,1976189,4.287642,5.594422
67,72,5862,2794,89.0,65.0,48,75,626044,3.7220244,6.77473
56,99,11728,8852,95.0,52.0,51,105,2056960,3.105524,8.745936
77,82,25885,7491,5.0,84.0,10,89,2754153,5.918794,5.1843657
69,74,13358,5916,16.0,77.0,15,83,1434047,5.4222107,5.0180635
58,87,10883,7610,78.0,57.0,43,91,1623187,3.9061532,6.428706
71,84,18056,7250,47.0,72.0,28,86,2145617,5.3292117,6.7219634
76,113,28087,8479,49.0,77.0,29,117,4160611,6.2165327,6.4441795
65,73,38535,20387,66.0,65.0,38,74,4351689,5.806023,6.199075
59,65,13893,9332,9.0,68.0,12,74,1520061,5.3061714,7.6137905
62,67,13666,8177,20.0,69.0,16,76,1484074,4.703024,7.076072
74,77,14419,4944,77.0,74.0,42,80,1497678,4.4511356,8.479077
71,75,18267,7304,23.0,78.0,18,83,1930481,6.02908,5.938903
85,94,22302,3747,65.0,86.0,34,95,2451106,4.3360076,7.163808
80,102,45704,11156,73.0,80.0,38,103,5833020,4.6476197,5.975651
52,55,8078,7431,37.0,54.0,24,61,864474,4.4792585,6.6335135
84,104,33600,6134,85.0,84.0,45,105,4136660,4.377235,5.152992
60,63,12936,8621,77.0,59.0,42,64,1361724,4.988198,7.621409
64,70,21387,11759,93.0,62.0,50,72,2348845,3.9358897,8.442737
66,144,13422,6630,85.0,65.0,45,151,2896380,4.34702,6.7295794
73,90,22572,7973,47.0,74.0,29,93,2774738,7.965016,8.017996
76,82,8860,2728,30.0,78.0,19,85,953630,6.3646984,5.4099193
66,102,5380,2669,72.0,66.0,40,106,825829,4.4281034,5.4347014
67,86,16693,7883,48.0,69.0,29,90,2135941,5.3712234,6.659437
82,87,39816,8372,74.0,82.0,42,87,4197629,8.120498,6.0207424
62,66,16117,9748,28.0,67.0,21,73,1719093,6.580964,6.3457527
75,78,15613,4999,45.0,76.0,27,79,1607953,6.1895127,7.2755713
54,86,17043,14377,85.0,51.0,45,89,2709533,5.2077184,9.020208
66,63,16526,8274,93.0,61.0,50,65,1566287,3.6369658,6.7642546
73,87,25269,8957,63.0,74.0,35,89,2994643,4.9085755,7.067115
78,89,31208,8642,76.0,78.0,43,90,3575300,5.003947,7.4918666
70,94,13074,5386,65.0,71.0,37,97,1742720,5.5724683,5.515206
47,59,11042,12111,34.0,50.0,23,68,1385977,4.260792,5.8606815
61,67,10580,6540,87.0,59.0,47,69,1156435,4.0,8.105333
66,72,12082,6192,19.0,76.0,16,85,1330092,4.086073,6.972603
66,76,12933,6370,47.0,67.0,29,77,1467768,4.311943,7.6243677
76,100,26506,8145,76.0,76.0,39,102,3471877,5.729791,6.071533
83,93,18934,3609,80.0,84.0,43,95,2096661,3.597865,7.730897
73,82,34014,12058,15.0,76.0,13,86,3820378,5.5001516,7.0555215
54,57,11787,9782,62.0,54.0,35,58,1245513,5.081829,7.937929
78,93,81036,22380,88.0,78.0,47,93,9626841,5.67685,6.794249
66,99,24276,11990,93.0,65.0,50,102,3614974,3.1737092,7.086953
60,115,17169,11417,25.0,64.0,19,126,3289135,5.6473045,6.7686996
67,89,38791,18362,55.0,67.0,33,90,5137210,7.224614,7.5605626
71,80,18411,7350,10.0,79.0,12,89,2076479,5.303926,5.843779
34,61,5344,10232,67.0,30.0,38,63,950255,5.831211,9.092512
62,84,36308,21394,96.0,59.0,52,88,4901779,2.787764,7.0303435
60,92,13572,8728,19.0,66.0,16,102,2065198,5.5655813,7.192501
61,72,12202,7661,87.0,59.0,47,73,1438889,3.120487,9.103053
56,89,20835,16355,61.0,55.0,34,92,3312365,7.0583844,8.488166
76,96,30969,9318,84.0,76.0,45,97,3868269,3.8414032,6.4439535
59,63,21990,14801,23.0,63.0,18,68,2347524,6.4577317,7.7041416
47,87,9034,10085,89.0,43.0,47,91,1672439,4.4174037,7.8503866
66,91,32567,16346,51.0,67.0,30,93,4473763,7.183683,8.006419
85,93,28301,4848,31.0,86.0,22,94,3099194,6.11841,5.5154033
69,83,23171,10000,75.0,69.0,41,84,2756385,5.070081,5.779277
76,102,36763,11528,19.0,80.0,15,108,4935551,5.729412,6.575387
75,79,14368,4758,45.0,76.0,28,81,1520419,5.867987,6.816324
54,80,12100,10053,19.0,60.0,16,92,1787510,6.0104775,6.802903
71,78,15575,6075,28.0,73.0,20,80,1710187,6.9469957,7.673101
68,94,40225,18151,25.0,70.0,17,97,5541156,4.4213552,6.404546
68,174,26281,11894,31.0,72.0,21,188,6655594,4.5815125,8.020373
55,129,7054,5754,82.0,53.0,44,135,1659227,4.3878427,8.335474
59,74,19014,13147,24.0,62.0,18,79,2390262,5.766776,8.38279
50,95,10550,10190,30.0,54.0,21,107,1971012,5.25332,7.6983137
71,76,21989,8886,63.0,71.0,35,77,2375134,4.8249626,6.6097836
77,86,19992,5691,85.0,77.0,46,87,2219767,3.7863164,5.8432736
84,90,24938,4412,82.0,85.0,43,91,2655560,4.5452385,6.378369
83,92,48378,9608,24.0,86.0,17,96,5376404,5.3497386,8.218116
59,115,8922,6115,85.0,56.0,44,124,1736178,4.913948,8.391033
60,66,8945,5825,69.0,59.0,39,68,975705,4.8686595,6.577387
67,80,19833,9427,12.0,74.0,13,87,2342029,5.671543,6.439821
65,69,14972,7768,10.0,74.0,12,78,1576722,4.9590964,8.038954
76,90,20558,6197,71.0,76.0,38,91,2420807,5.0732346,6.63342
69,73,10705,4751,21.0,75.0,17,81,1132111,4.8696847,6.2340355
77,83,11609,3353,46.0,78.0,28,85,1248722,6.86125,6.0837464
76,79,8865,2787,53.0,77.0,32,81,924328,5.300465,6.45884
55,80,9322,7396,81.0,53.0,43,82,1338889,3.9123998,8.277053
78,84,31039,8750,87.0,77.0,46,86,3375147,4.1944427,6.015137
70,73,20155,8510,36.0,74.0,24,78,2107096,4.6559367,6.042531
62,121,13649,8320,65.0,61.0,36,125,2679686,7.907139,6.5259547
64,117,14112,7638,86.0,63.0,46,122,2561809,3.8924,6.980808
71,98,45362,17867,72.0,71.0,40,99,6252703,6.7895646,7.398358
74,79,51502,17899,76.0,74.0,40,79,5493683,5.411391,7.1868725
75,104,40179,12890,76.0,75.0,42,104,5522154,5.0092115,6.1926117
79,82,21981,5503,54.0,80.0,32,82,2255357,6.0690866,5.0320606
77,82,12792,3703,32.0,79.0,22,85,1364595,7.025112,6.5717597
53,58,6411,5531,72.0,52.0,39,59,696339,4.7959476,7.374764
73,80,34948,12381,86.0,73.0,46,81,3797273,3.8270369,5.5497627
79,120,33563,8436,77.0,79.0,43,122,5051827,5.7198615,6.2521596
75,91,16658,5386,79.0,75.0,42,94,2024189,4.6658826,6.8322744
67,89,11244,5484,95.0,61.0,51,96,1493506,2.577912,5.898955
63,119,12448,7260,83.0,62.0,45,122,2347558,4.9122868,6.1328416
69,94,47226,21097,86.0,68.0,47,94,6438516,3.3622167,6.6457543
78,99,33436,9329,57.0,78.0,33,101,4258583,5.4418483,5.786498
66,84,15628,7900,14.0,76.0,14,97,1978213,4.9814787,6.805311
68,72,22616,10481,84.0,67.0,46,73,2405913,5.261971,6.4821887
58,81,3752,2617,48.0,59.0,29,86,522148,4.9948425,8.105568
54,153,5517,4632,74.0,52.0,39,162,1558802,5.307823,6.855519
69,124,20643,9225,66.0,69.0,36,130,3718041,6.1889687,8.669767
59,81,22146,14858,34.0,62.0,23,88,3011950,6.9418554,8.19042
55,82,24486,19294,22.0,60.0,17,91,3629758,7.3226595,7.9748154
67,89,13487,6475,82.0,66.0,45,92,1784841,4.058772,7.29661
76,82,53556,16251,64.0,76.0,36,82,5735519,5.6435213,4.8873553
54,91,12360,10338,91.0,51.0,48,94,2076155,4.007722,6.1030984
80,110,38986,9300,22.0,83.0,16,114,5312273,4.4400854,7.8277082
74,85,26353,9207,65.0,74.0,37,86,3038953,4.761045,7.0101566
73,91,26164,9594,73.0,73.0,40,93,3281446,5.3267283,6.932477
51,116,11083,10249,89.0,49.0,48,120,2475399,3.1244535,6.920083
68,74,14666,6879,43.0,68.0,26,75,1599215,5.623723,6.8183103
68,79,12323,5586,84.0,67.0,46,81,1425647,3.9967163,6.764547
80,95,44713,10992,89.0,80.0,46,95,5296166,4.1232667,6.1234393
74,81,33404,11205,89.0,74.0,47,82,3638008,3.8327157,7.8501296
62,102,11191,6605,48.0,63.0,30,105,1828281,6.55735,5.697497
78,102,27196,7605,71.0,78.0,39,104,3577270,5.8174014,6.131639
79,86,20095,5240,83.0,79.0,44,88,2188421,4.1035547,7.0107956
75,96,15612,5131,84.0,74.0,43,98,1994621,3.839678,5.7471623
66,98,8034,4104,52.0,66.0,31,100,1192293,3.477157,7.7306347
76,105,35295,10668,92.0,76.0,49,107,4844994,4.112783,6.620528
75,83,8906,2906,46.0,76.0,28,86,987796,7.008607,5.408177
73,87,21808,7978,74.0,73.0,41,89,2612086,3.9424517,6.225763
79,84,22071,5664,61.0,79.0,35,85,2343311,5.6221824,5.8079414
48,87,13853,14586,72.0,46.0,39,92,2489095,5.175056,8.711479
80,123,18499,4437,84.0,80.0,46,126,2821781,4.448566,5.295538
77,136,32003,9165,80.0,77.0,43,138,5627302,4.37452,7.0239477
67,72,10288,5031,21.0,74.0,17,80,1107899,4.627496,5.282466
68,90,13671,6376,7.0,79.0,11,105,1817778,5.262823,6.9075336
78,99,30833,8392,49.0,78.0,30,100,3906775,7.551086,7.440279
59,66,11351,7742,11.0,67.0,13,75,1270994,5.325431,6.571428
74,93,17175,5996,69.0,74.0,39,95,2173734,4.6962414,6.7800484
79,94,23876,6311,16.0,84.0,15,100,2853000,4.710613,5.9492373
83,90,28915,5564,28.0,85.0,19,92,3129536,6.621074,6.2372594
55,58,12512,9842,55.0,55.0,32,59,1312808,5.992623,8.042235
78,105,15202,4106,40.0,79.0,26,108,2046161,6.5792403,6.4185376
59,69,16307,11025,20.0,63.0,17,73,1888194,5.199509,7.1329246
75,86,34487,11195,86.0,75.0,47,87,3946431,3.9385846,6.5825105
82,97,28447,6048,59.0,83.0,32,99,3354852,4.620854,5.665255
71,77,33953,13678,95.0,69.0,51,79,3709096,3.9939625,6.7140837
73,79,14271,5135,63.0,73.0,36,80,1545322,5.1270156,7.4516377
77,85,20476,5778,70.0,78.0,36,86,2254050,4.481109,5.523104
62,74,9832,5877,76.0,61.0,43,77,1177951,4.9222255,6.368225
75,79,15114,4839,49.0,76.0,30,81,1594756,5.9075522,5.847051
79,90,20195,5188,86.0,79.0,45,91,2295078,4.097109,5.2364573
75,109,19048,6097,12.0,83.0,13,121,2765756,5.4827943,6.712091
64,69,9939,5512,69.0,63.0,39,71,1070357,4.5344768,7.042642
62,96,6484,3961,70.0,61.0,38,100,1006695,5.7817793,5.529622
59,63,6467,4482,71.0,58.0,40,65,698070,5.2673607,7.3647885
47,101,9312,10238,81.0,44.0,43,106,1989790,5.255047,7.3823595
65,81,15845,8244,17.0,70.0,15,86,1955175,5.4396205,5.9828506
63,95,12250,7192,26.0,71.0,20,113,1863811,3.9600194,5.1243076
55,66,12232,9813,84.0,53.0,45,67,1469924,3.8977253,8.905637
76,80,13349,4140,58.0,76.0,33,81,1399776,5.3320765,6.3865504
65,84,15096,7933,85.0,64.0,46,85,1945502,3.7945766,6.533347
66,68,15805,7831,43.0,71.0,28,77,1630548,6.1171665,6.787757
73,77,15784,5749,80.0,73.0,42,78,1666967,4.1926646,7.3371196
73,81,53624,19073,56.0,74.0,31,82,5897223,5.031468,7.2693677
59,83,17960,12451,33.0,62.0,22,91,2544024,4.7093906,6.8400497
