rw_ratio,io_size,reads,writes,rw_ratio_rnd,rw_ratio_seq,io_size_rnd,io_size_seq,bw_r,response_time_rnd,response_time_seq
58,108,14673,10219,71.0,57.0,37,115,2707448,5.8120675,8.393305
63,177,10240,5941,79.0,61.0,41,191,2874014,5.353125,9.335353
41,104,4623,6551,74.0,37.0,39,110,1162641,5.855425,9.838758
54,61,10283,8692,41.0,57.0,26,70,1172497,5.5631437,9.480809
64,71,1560,846,18.0,68.0,16,75,171487,5.3896093,9.270002
36,53,9549,16524,85.0,28.0,47,54,1392773,5.355909,9.255412
20,299,749,2952,77.0,10.0,43,343,1108143,5.2076726,7.219408
65,71,1979,1056,9.0,69.0,12,75,215582,6.8425326,6.448243
86,107,12007,1931,48.0,86.0,28,109,1503806,6.0039954,5.2087274
55,137,8482,6762,29.0,60.0,21,159,2100766,4.5191574,9.042224
38,103,1874,2955,80.0,27.0,44,118,499171,4.1109242,9.073587
65,103,12131,6251,73.0,65.0,40,109,1911377,4.2046943,8.196315
76,90,10685,3198,26.0,83.0,19,100,1257162,4.362491,8.520583
60,90,8523,5656,89.0,57.0,49,94,1287066,4.2859774,6.458748
40,46,390,580,40.0,40.0,25,49,44840,5.723905,9.112351
77,126,13398,3960,58.0,77.0,34,130,2203403,4.246497,6.451931
71,80,4717,1872,28.0,72.0,20,81,529050,5.5772033,6.645289
44,51,921,1151,10.0,51.0,12,59,106714,7.7601967,6.0199633
70,98,11395,4700,27.0,72.0,20,101,1583490,9.026058,8.103186
60,68,5282,3379,20.0,69.0,17,79,596810,4.0013046,7.46218
67,78,14966,7319,25.0,72.0,19,85,1747827,4.8770905,5.7506785
53,103,7920,7007,97.0,37.0,52,121,1545304,2.2479818,8.348236
17,28,52,250,19.0,16.0,17,33,8728,7.633459,7.8577485
59,88,5937,3971,22.0,68.0,18,104,875250,3.7354887,6.812031
67,80,5808,2768,61.0,68.0,35,84,689098,5.0197916,5.4755363
49,56,978,1017,56.0,47.0,33,60,112850,4.960413,7.7188635
74,100,4656,1583,50.0,76.0,30,104,627567,5.8378115,8.0292845
68,107,5147,2322,45.0,69.0,26,109,805988,6.0696564,8.8742695
18,59,357,1551,62.0,12.0,35,62,113247,6.2804193,13.817247
74,85,8244,2878,66.0,74.0,38,88,947166,5.7318535,6.9565983
61,66,641,407,29.0,66.0,20,74,69542,7.301033,8.254656
39,121,553,842,53.0,37.0,32,135,168997,5.904133,7.7219205
37,41,1209,2015,67.0,32.0,38,42,133994,3.6746213,8.08945
18,35,634,2733,40.0,14.0,25,37,120756,5.867894,9.300614
68,80,23121,10718,17.0,71.0,15,85,2731009,5.170593,6.228527
73,78,9542,3476,55.0,73.0,33,79,1017864,5.4364195,7.3139153
82,86,3406,717,5.0,86.0,10,89,354745,7.7777777,8.756358
34,48,1258,2430,77.0,25.0,42,50,179944,3.6075814,7.071444
69,96,15211,6667,21.0,75.0,17,105,2102158,5.2282443,6.2653503
49,55,2569,2635,30.0,51.0,21,60,290735,6.016169,5.2216916
76,99,28044,8556,64.0,76.0,35,101,3653046,5.1288247,7.4638495
68,100,8754,4107,42.0,69.0,26,103,1294204,5.585303,9.547684
52,65,3204,2849,11.0,67.0,12,84,396151,4.46418,7.7814283
58,89,2138,1509,61.0,58.0,34,98,324730,5.17497,8.74952
55,61,1387,1118,49.0,55.0,29,64,153445,4.5155177,5.627129
59,75,8395,5744,68.0,58.0,37,78,1067448,5.7327795,8.872479
45,209,1089,1289,88.0,23.0,44,297,499300,2.773384,8.521212
59,69,7566,5046,78.0,58.0,42,72,881637,3.9275012,6.782078
46,113,7527,8503,74.0,44.0,41,120,1815490,4.0285177,12.086817
60,66,21663,14177,9.0,66.0,12,73,2400778,6.651396,7.954883
50,62,334,327,40.0,52.0,25,70,41000,5.730628,5.6479917
73,81,16764,6042,70.0,73.0,40,83,1852928,4.2017117,6.7199726
76,81,21397,6575,71.0,77.0,40,88,2286606,3.8206577,7.417058
76,106,10348,3230,34.0,77.0,23,109,1444938,6.0293145,8.130037
65,85,7419,3902,54.0,65.0,32,86,969460,6.114272,9.206049
70,108,7377,3034,71.0,70.0,39,111,1126981,4.5182,7.9609613
44,148,4372,5479,56.0,43.0,31,158,1461980,7.423612,9.863838
52,56,2703,2448,54.0,52.0,32,59,290079,2.5741746,8.341739
67,86,18205,8625,23.0,73.0,18,95,2320875,6.649828,8.044185
74,82,11651,4020,83.0,73.0,44,84,1287845,4.179308,7.107256
64,73,3270,1835,43.0,65.0,27,77,374665,2.233201,7.4067717
69,82,16597,7290,37.0,73.0,23,88,1965749,4.999184,5.953973
61,66,990,618,71.0,60.0,40,69,107362,2.9737046,7.6846375
47,50,4175,4676,81.0,40.0,45,51,446291,3.6745296,6.1634965
46,108,6768,7837,70.0,45.0,39,111,1585869,6.636779,8.967814
62,67,1968,1164,23.0,66.0,18,73,212835,6.751015,8.911409
38,54,3407,5428,82.0,34.0,44,55,480714,4.898235,7.2339644
45,57,2246,2641,53.0,45.0,31,60,279854,4.643375,8.034616
12,49,97,705,42.0,6.0,27,53,39622,7.057183,14.117569
74,92,15406,5197,5.0,85.0,10,105,1913433,5.1998363,7.7853603
28,144,1025,2618,34.0,26.0,23,166,525995,6.817454,11.633482
33,235,1528,3008,87.0,15.0,45,299,1068592,4.8688636,9.685619
70,94,13609,5696,15.0,75.0,14,101,1828344,7.175014,7.468799
33,49,671,1345,55.0,31.0,33,50,99875,3.039899,8.204021
44,98,6576,8275,82.0,42.0,44,100,1457166,5.3038325,7.3936563
65,73,6063,3262,8.0,78.0,11,88,682505,5.480579,6.835515
64,71,2867,1605,32.0,66.0,22,76,321005,5.9829507,6.783555
14,24,169,994,14.0,14.0,14,31,28838,11.816229,6.48608
76,86,21417,6516,29.0,77.0,18,88,2422243,6.76578,6.810424
36,47,227,389,46.0,34.0,27,52,29204,3.6831226,9.423849
47,83,7895,8800,84.0,42.0,45,88,1396876,4.9961495,8.737802
70,80,14657,6103,20.0,76.0,16,87,1672039,4.162377,6.5758514
46,78,517,588,99.0,28.0,52,87,86860,4.5139265,11.334028
69,71,10696,4731,62.0,69.0,35,74,1109127,4.690984,7.382731
46,55,1754,1997,13.0,62.0,13,75,207694,4.9087,6.7232385
71,75,3450,1409,38.0,74.0,24,81,369272,5.8801374,6.83861
50,87,6359,6319,33.0,50.0,22,90,1103121,7.3510756,7.9604864
76,84,20995,6622,70.0,76.0,38,86,2330976,5.2520266,6.871077
72,98,16122,5993,53.0,75.0,32,105,2174463,2.909823,6.598092
85,97,15700,2681,55.0,86.0,30,98,1789900,4.4540424,6.3305726
36,127,228,402,97.0,17.0,51,151,80624,3.8472683,6.6130323
51,61,467,437,11.0,58.0,13,69,55923,4.808628,7.039291
65,95,12397,6586,89.0,63.0,45,100,1816938,4.460131,9.232912
65,69,5297,2736,59.0,66.0,34,73,559763,5.3667345,9.9106865
35,48,991,1794,77.0,28.0,43,48,134120,3.276125,8.836256
69,75,2331,1035,45.0,72.0,27,82,255559,5.2746177,8.140371
64,64,11494,6278,87.0,59.0,47,68,1152034,3.3191009,7.4268756
70,75,2954,1223,30.0,72.0,21,77,315018,6.1079645,7.599933
70,75,5008,2060,30.0,72.0,21,77,531519,8.771737,6.2635393
63,67,7588,4367,64.0,63.0,36,69,803051,4.6271443,7.709389
39,52,3517,5398,75.0,34.0,41,54,470865,4.756373,8.745528
54,127,6348,5308,27.0,61.0,20,155,1485291,4.8439054,9.017061
59,68,15867,10681,9.0,60.0,12,69,1822771,7.5712066,6.8476763
72,76,9806,3750,41.0,73.0,26,78,1038544,6.670141,8.127981
43,55,1629,2080,25.0,45.0,19,58,206590,3.3237262,6.9716167
60,65,7957,5283,74.0,58.0,41,68,872057,4.063058,7.159191
21,43,2871,10537,71.0,12.0,39,43,580965,5.7751446,8.752952
71,79,7269,2876,11.0,81.0,13,90,807290,4.8625345,6.09334
41,162,1313,1822,94.0,15.0,48,220,510394,3.8037224,9.5364685
73,161,10774,3880,39.0,74.0,25,166,2370069,5.9019494,7.5631604
77,114,13875,3981,7.0,83.0,10,123,2039279,8.658888,6.4965677
59,71,4238,2885,65.0,59.0,36,74,507024,4.7118263,8.547872
66,72,1096,552,15.0,70.0,15,76,119085,6.640152,5.670686
75,113,11675,3779,79.0,75.0,43,115,1751212,5.8217387,11.104912
68,78,14693,6792,39.0,69.0,25,80,1681543,6.2046275,9.291622
30,180,1359,3083,72.0,23.0,40,202,801208,3.1920376,6.6087694
62,66,12914,7591,75.0,62.0,39,68,1370954,5.137196,7.37931
69,74,7197,3230,60.0,69.0,34,78,775985,5.064075,6.739597
45,88,8023,9689,57.0,44.0,33,90,1573247,5.3428593,8.131378
52,120,4606,4131,66.0,50.0,38,135,1049777,5.247792,8.680675
67,100,11815,5714,20.0,71.0,17,108,1769654,4.9325128,7.7404065
47,103,3637,4036,75.0,43.0,39,111,795896,5.5127645,9.492623
74,82,21269,7255,46.0,74.0,28,83,2355713,6.369453,8.426767
61,70,6681,4163,84.0,60.0,44,71,766090,4.293035,6.653914
50,63,3973,3931,53.0,49.0,32,67,505773,5.3909616,7.7146497
79,86,15081,3936,19.0,86.0,15,94,1644729,3.523047,6.3968325
50,52,368,362,15.0,57.0,15,59,38103,4.275039,6.8972855
49,71,2613,2710,41.0,54.0,27,99,378643,4.2243085,7.1388063
69,55,12832,5739,78.0,63.0,43,61,1025264,2.683104,8.205503
60,63,2519,1646,64.0,59.0,36,67,265265,4.816246,6.8188467
77,84,15554,4590,69.0,77.0,37,86,1704537,4.4734473,8.589543
61,66,9169,5689,70.0,61.0,39,68,989167,4.9580045,7.3183317
72,78,3319,1272,58.0,73.0,33,82,361623,4.856981,8.011832
40,48,6173,9088,95.0,32.0,51,48,740359,4.4382553,9.02396
53,72,4974,4246,8.0,63.0,11,85,665697,4.912241,5.8910933
55,74,1354,1106,75.0,51.0,41,81,184494,5.4696507,7.5521975
70,85,7151,3058,88.0,66.0,48,92,875191,4.2301393,5.6836677
67,75,8160,3955,12.0,76.0,13,85,910745,5.363537,6.0315833
67,98,21977,10734,17.0,70.0,15,104,3236920,6.112175,7.6912603
68,79,14653,6830,80.0,67.0,43,80,1700737,5.6882596,9.383916
51,56,555,517,39.0,54.0,24,65,61051,5.225141,6.651399
30,38,408,929,87.0,20.0,48,36,51384,5.6754494,7.799002
75,84,30777,9784,25.0,80.0,19,90,3418575,5.192871,7.5516725
65,77,16651,8955,62.0,65.0,35,79,1983800,5.3050766,8.185654
24,36,1269,3878,68.0,20.0,38,36,189910,4.0711393,8.59046
71,77,16507,6567,62.0,71.0,35,79,1785284,5.800284,7.888633
74,85,17351,6018,19.0,79.0,16,92,1989866,3.9122252,5.763785
56,72,16694,13049,65.0,55.0,36,74,2170665,5.1735597,7.274709
17,41,789,3743,60.0,7.0,35,42,186456,4.5502124,10.493792
67,71,8084,3824,84.0,66.0,46,73,848997,3.8308618,7.3931603
54,90,5696,4816,27.0,60.0,20,107,954343,5.1921253,7.140448
67,112,6686,3274,45.0,73.0,26,136,1117494,4.986028,7.0937133
52,170,4558,4090,90.0,37.0,45,221,1473107,5.2293644,9.20476
60,68,13194,8706,39.0,61.0,25,70,1503253,7.709482,7.1499996
73,88,22003,7974,28.0,77.0,19,94,2646004,4.2371006,7.354361
70,79,3234,1372,57.0,71.0,34,83,368425,5.337572,7.817334
18,40,214,932,96.0,6.0,50,38,46256,5.0953574,8.379428
62,80,1860,1129,51.0,63.0,31,85,239997,4.0748377,6.8631043
58,81,18044,12595,31.0,61.0,21,87,2482030,5.0539937,7.699364
59,124,2085,1418,76.0,56.0,40,140,435602,4.8874426,8.336634
46,34,587,676,95.0,33.0,52,30,44178,3.497393,8.894609
70,78,11882,4914,32.0,75.0,22,85,1316547,2.1117196,7.205458
50,56,2199,2149,42.0,51.0,26,59,246634,5.0390997,9.134948
35,43,452,824,24.0,37.0,17,49,55925,6.7791753,8.721398
58,72,9084,6534,73.0,56.0,40,74,1128366,4.7391577,6.443372
56,67,7479,5646,73.0,55.0,40,69,886151,4.6234145,8.13715
56,63,2482,1883,62.0,56.0,36,66,275510,3.2490354,7.9934196
65,73,8902,4640,10.0,77.0,12,87,1000428,5.93347,7.016686
71,84,7190,2930,59.0,71.0,34,87,855856,5.3348784,8.718106
55,61,597,488,27.0,59.0,20,68,66721,3.6746032,5.9017096
60,173,13412,8905,74.0,59.0,41,181,3882728,6.102146,9.392454
74,79,11775,3981,40.0,75.0,26,81,1252499,6.8698125,7.318831
61,66,3133,1928,41.0,62.0,26,68,336911,5.270152,5.750501
68,131,8303,3739,39.0,74.0,25,150,1581502,4.983869,5.1751695
58,178,2290,1649,44.0,59.0,26,193,703059,4.7459807,4.9430027
31,92,537,1155,41.0,29.0,26,107,156850,3.5112948,8.779197
53,54,1184,1034,39.0,55.0,26,58,121628,3.9530578,6.794249
71,73,8432,3408,13.0,80.0,14,82,871686,7.3883324,6.493337
61,130,10165,6239,23.0,69.0,18,151,2141148,4.9296927,8.404481
44,54,9518,11837,48.0,43.0,30,58,1163938,5.214873,8.303705
28,175,1996,5057,27.0,28.0,20,244,1238533,4.8906574,8.249092
70,79,7060,2970,16.0,74.0,15,84,797221,10.946504,6.60278
62,67,9397,5591,84.0,60.0,44,68,1004688,5.4135704,7.3795767
72,92,7352,2740,55.0,73.0,32,96,937182,6.000001,7.8037195
43,56,2879,3781,18.0,53.0,16,73,376708,4.830291,8.416438
77,86,10184,2963,63.0,78.0,35,90,1143655,5.5119314,6.4369807
21,29,181,659,41.0,16.0,26,30,24702,4.029471,9.740893
63,71,16877,9774,17.0,70.0,15,79,1894398,5.636111,7.706721
72,86,16230,6280,11.0,80.0,13,96,1944112,5.696671,7.0815754
54,85,6462,5411,85.0,51.0,46,90,1019788,3.8503811,8.603523
63,68,2892,1692,44.0,65.0,27,73,315962,5.8328757,7.30995
66,74,2550,1267,38.0,69.0,25,79,283906,3.96056,8.006232
78,86,18923,5239,39.0,79.0,23,87,2084186,5.5796456,7.670833
76,91,11292,3392,38.0,78.0,25,94,1345976,5.937039,8.303639
76,85,24576,7467,14.0,79.0,14,89,2742363,6.550835,5.154959
44,116,10618,13375,75.0,39.0,42,126,2789871,4.159162,7.832213
85,151,14329,2390,53.0,86.0,31,153,2531738,5.505603,9.251181
59,68,17202,11832,50.0,59.0,30,70,1980165,6.197771,8.464815
61,88,18292,11435,64.0,61.0,35,91,2633447,4.894779,7.78704
51,76,6509,6015,71.0,48.0,39,83,961183,4.7265944,7.4159956
58,103,14749,10381,68.0,58.0,39,106,2613258,8.824644,9.556155
61,74,5335,3312,60.0,61.0,34,77,646762,5.8999557,7.012946
46,48,545,633,57.0,44.0,34,50,57389,3.249057,6.7730126
64,72,9662,5337,71.0,63.0,39,74,1089896,1.884052,9.634661
65,125,11659,6177,62.0,65.0,34,130,2245837,2.6364737,6.8910446
66,70,4966,2555,61.0,66.0,34,72,529038,4.9959073,8.11634
44,158,2798,3504,73.0,40.0,39,173,999008,7.0874457,8.967626
63,118,13182,7580,69.0,63.0,39,123,2462266,4.8683543,8.955913
39,49,3556,5453,93.0,33.0,47,49,443890,3.9674568,6.911828
46,55,2340,2731,16.0,61.0,15,77,283847,4.5041227,8.743573
68,78,11237,5054,75.0,68.0,39,79,1276022,4.773251,9.468794
67,74,14723,7048,23.0,73.0,17,82,1615866,5.357227,7.991012
62,97,7681,4596,32.0,66.0,22,106,1197091,5.2373295,5.1871734
70,85,12068,5052,17.0,78.0,15,95,1455901,4.3231654,7.043938
29,32,780,1869,51.0,23.0,31,32,84951,7.4544935,9.034842
72,152,13670,5244,60.0,72.0,33,156,2883431,5.006705,7.394205
32,41,368,771,57.0,26.0,32,43,47396,4.316934,7.7739954
30,128,4709,10747,67.0,25.0,38,141,1992017,4.1708336,11.319733
60,125,4995,3275,17.0,69.0,15,148,1035544,4.753409,6.715515
82,92,19301,4033,64.0,83.0,35,93,2147309,4.7757545,10.479155
53,50,2396,2122,82.0,43.0,45,52,229503,3.9317153,8.952015
68,60,12579,5763,72.0,66.0,41,69,1108190,2.483527,6.7865744
63,87,4103,2346,63.0,63.0,36,93,562930,4.4329615,13.185498
49,55,5792,5898,18.0,56.0,16,65,652370,5.4409666,7.502052
37,109,5362,8984,25.0,40.0,18,131,1567081,5.871278,8.004842
67,83,9847,4678,10.0,75.0,12,92,1208175,6.1779723,5.7504067
50,88,1095,1083,83.0,35.0,46,106,192228,2.633977,6.884967
45,48,1018,1219,43.0,45.0,27,53,108902,5.629741,8.469119
67,80,10715,5123,30.0,73.0,21,88,1270879,4.6388693,8.103347
40,60,2551,3776,79.0,33.0,44,62,380183,3.938111,7.533632
55,158,8623,6825,84.0,53.0,44,169,2443755,4.5939736,6.9247575
26,45,385,1051,91.0,16.0,48,45,65835,2.868917,8.496117
83,96,19856,3926,25.0,87.0,18,101,2285373,2.4292955,5.8532095
73,80,4332,1595,18.0,75.0,15,83,476735,5.8193784,5.561139
60,99,3282,2154,68.0,58.0,37,112,542542,6.097045,7.8304644
31,46,2446,5380,73.0,19.0,41,48,366692,4.6021647,9.4396715
76,216,5414,1676,38.0,77.0,25,222,1534077,5.553848,10.510879
48,55,5008,5371,90.0,44.0,48,56,577878,3.4260447,9.316388
53,58,12091,10547,60.0,52.0,33,60,1330955,6.0324492,7.407861
80,144,13255,3268,40.0,81.0,26,147,2382914,6.5990105,7.7179275
82,92,15003,3282,47.0,82.0,26,93,1692054,6.284475,5.3911514
66,71,11515,5807,35.0,70.0,24,77,1236803,4.1781693,11.387803
66,107,13437,6658,60.0,67.0,35,116,2153941,4.207833,6.6505055
56,69,3427,2623,2.0,78.0,8,93,419605,5.3317075,8.167197
60,66,2645,1738,39.0,63.0,25,71,290629,5.288321,6.197547
21,118,137,510,93.0,11.0,49,127,76350,5.435088,11.034826
66,72,7461,3701,35.0,73.0,24,82,809507,3.740153,6.285899
20,127,2039,7748,87.0,7.0,45,143,1247625,5.3939576,10.213811
58,133,3012,2145,65.0,57.0,35,141,690518,4.7915816,6.9909472
57,68,3662,2693,18.0,71.0,16,87,434326,4.9620686,5.816805
